11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Chariot Grandis 1997-2003|N94W Chariot Grandis 2.4GDI 4G64 4WD 1997-2003;N96W Chariot Grandis 3.0V6 GDI 6G72 4WD 1997-2003;N84W Chariot Grandis 2.4GDI 4G64 2WD 1997-2003;N86W Chariot Grandis 3.0V6 GDI 6G72 2WD 1997-2003|MD348631;MD365876;MD360935;mz690070;MZ690115|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Galant VIII 1997-2003|EA3A Galant VIII RHD 2.4GDI 2WD 4G64 1997-2003;EA4A Galant VIII RHD 2.0Mivic 2WD 6A12 1997-2003;EC5A Galant VIII RHD 2.5V6 4WD 6A13 1997-2003;EC3A Galant VIII RHD 2.4GDI 4WD 4G64 1997-2003;EC5A Galant VIII VR4 RHD 2.5TT 4WD 6A13T 1997-2003;EC1A Galant VIII RHD 1.8GDI 4WD 4G93 1997-2003;EC7A Galant VIII RHD 2.0GDI 4WD 4G94 1997-2003;EA7A Galant VIII RHD 2.0GDI 2WD 4G94 1997-2003;EA1A Galant VIII RHD 1.8GDI 2WD 4G93 1997-2003;EA3A Galant VIII LHD 2.4GDI 2WD 4G64 1997-2003;EA3A USA Galant VIII LHD2.4SOHC 2WD 4G64 1997-2003;EA5A Galant VIII LHD 2.5V6 2WD 6A13 1997-2003;EA2A Galant VIII LHD 2.0SOHC 2WD 4G63 1997-2003|MD348631;mz690070;MZ690115;MD365876;MD360935|C1011|шт|17|170|8|Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Outlander XL 2007-|CW6W Outlander XL 3.0V6 6B31 CVT 4WD 2007-;CW4W Outlander XL 2.0Mivec 4B11 5MT 2WD 2007-;CW5W Outlander XL 2.4Mivec 4B12 5MT 2WD 2007-;CW5W Outlander XL 2.4Mivec 4B12 5MT 4WD 2007-;CW4W Outlander XL 2.0Mivec 4B11 CVT 4WD 2007-;CW4W Outlander XL 2.0Mivec 4B11 CVT 2WD 2007-;CW5W Outlander XL 2.4Mivec 4B12 CVT 4WD 2007-|MD348631;MZ690115;MD360935;MD365876;mz690070|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Carisma 1995-2003|DA2A Carisma 1.8GDI 4G93 5MT 1995-2003;DA2A Carisma 1.8SOHC 4AT 1995-2003;DA2A Carisma 1.8GDI 4G93 4AT 1995-2003;DA1A Carisma 1.6 4G92 4AT 1995-2003;DA1A Carisma 1.6 4G92 5MT 1995-2003;DA2A Carisma 1.8SOHC 5MT 1995-2003|MD348631;MD360935;MZ690115;mz690070;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Airtrek 2001-2008|CU5W Airtrek 2.4Mivec 2WD 4G69 2001-2008;CU4W Airtrek 2.4GDI 2WD 4G64 2001-2008;CU5W Airtrek 2.4Mivec 4WD 4G69 2001-2008;CU4W Airtrek 2.4GDI 4WD 4G64 2001-2008;CU2W Airtrek 2.0DOHC Turbo 4WD 4G63 2001-2008;CU2W Airtrek 2.0SOHC 4WD 4G63 2001-2008;CU2W Airtrek 2.0SOHC 2WD 4G63 2001-2008|MD348631;mz690070;MD360935;MZ690115;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Galant DJ/DM 2004-2009|DM1A Galant DJ 2.4Mivec 4G69 4AT 2006-2009;DJ1A Galant DJ 2.4Mivec 4G69 4AT 2004-2006|MD348631;MZ690115;MD360935;MD365876;mz690070|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Lancer IX 2003-|CS1A Lancer IX 1.3 4G13 5MT 2003-2007;CS9A Lancer IX 2.0 4G63 4AT 2WD 2003-2007;CS3A Lancer IX 1.6 4G18 4AT 2003-;CS3A Lancer IX 1.6 4G18 5MT 2003-;CS9A Lancer IX 2.0 4G63 5MT 2WD 2003-2007|MD348631;MD360935;MD365876;MZ690115;mz690070|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Colt CJ 1995-2003|CJ4A Colt CJ 2.0SOHC 4G92 1995-2003 ;CJ2A Colt CJ 1.5SOHC 4G15 1995-2003;CJ1A Colt CJ 1.3SOHC 4G13 1995-2003|MD348631;MD360935;MZ690115;mz690070;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Space Star 1998-2004|DG5A Space Star 1.8 GDI 4G93 4AT 1998-2004;DG5A Space Star 1.8 SOHC 4G93 5MT 1998-2004;DG5A Space Star 1.8 SOHC 4G93 4AT 1998-2004;DG3A Space Star 1.6 4G18 4AT 1998-2004;DG5A Space Star 1.8 GDI 4G93 5MT 1998-2004;DG1A Space Star 1.3 4G13 5MT 1998-2004;DG3A Space Star 1.6 4G18 5MT 1998-2004|MD348631;mz690070;MD360935;MZ690115;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Dion 2003-2005|CR9W Dion 2.0GDI 4WD 4G94 2003-2005;CR5W Dion 1.8GDI 2WD 4G93 2003-2005;CR6W Dion 2.0GDI 2WD 4G94 2003-2005|MD348631;MD360935;MD365876;mz690070;MZ690115|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Eclipse III 1999-2006|D52A Eclipse III 2.4SOHC 4G64 2WD 4AT 1999-2006;D52A Eclipse III 2.4SOHC 4G64 2WD 5MT 1999-2006|MD348631;MD360935;MZ690115;mz690070;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Pajero Pinin 1998-2007|H77W Pajero Pinin 2.0GDI 4G94 4WD 5D 98-07 LHD;H66W Pajero Pinin 1.8GDI 4G93 4WD 3D 98-07 LHD;H67W Pajero Pinin 2.0GDI 4G94 4WD 3D 98-07 LHD;H65W Pajero Pinin 1.6SOHC 4G18 4WD 3D 98-07 LHD;H76W Pajero Pinin 1.8GDI 4G93 4WD 5D 98-07 LHD|MD348631;MD360935;mz690070;MZ690115;MD365876|C1011|шт|17|170||Запчасти для ТО
11|Фильтр масляный ДВС|Sakura|Запчасти||0|Mitsubishi|Pajero IO 1998-2007|H76W Pajero IO 1.8GDI 4G93 4WD 5D 98-07 RHD;H72W Pajero IO 2.0GDI 4G94 2WD 5D 98-07 RHD;H77W Pajero IO 2.0GDI 4G94 4WD 5D 98-07 RHD;H71W Pajero IO 1.8GDI 4G93 2WD 5D 98-07 RHD;H62W Pajero IO 2.0GDI 4G94 2WD 3D 98-07 RHD;H61W Pajero IO 1.8GDI 4G93 2WD 3D 98-07 RHD;H66W Pajero IO 1.8GDI 4G93 4WD 3D 98-07 RHD;H67W Pajero IO 2.0GDI 4G94 4WD 3D 98-07 RHD|MD348631;MZ690115;mz690070;MD360935;MD365876|C1011|шт|17|170||Запчасти для ТО
